,DrugBankID,DrugName,DBpediaURL
3344,DB03546,"N-({4-[(1R)-4-[(2R,4S,5S)-2,4-diamino-6-oxohexahydropyrimidin-5-yl]-1-(2,2,2-trifluoro-1,1-dihydroxyethyl)butyl]phenyl}carbonyl)-L-glutamic_acid",http://dbpedia.org/resource/Folic_acid
3345,DB03548,3-deoxy-α-D-manno-oct-2-ulopyranosonic_acid,http://dbpedia.org/resource/3-Deoxy-D-manno-oct-2-ulosonic_acid
3346,DB03549,Biotinyl_P-Nitroaniline,http://dbpedia.org/resource/4-Nitroaniline
3347,DB03550,Isopenicillin_N,http://dbpedia.org/resource/Isopenicillin_N_N-acyltransferase
3348,DB03551,"(3R,4R)-3-Hydroxy-4-(hydroxymethyl)-1-[(4-oxo-4,4a,5,7a-tetrahydro-3H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]pyrrolidinium",http://dbpedia.org/resource/Forodesine
3349,DB03552,3-Tyrosine,http://dbpedia.org/resource/Tyrosine
3350,DB03553,Glutaric_Acid,http://dbpedia.org/resource/Glutaric_acid
3351,DB03554,5-Iodouracil,http://dbpedia.org/resource/Idoxuridine
3352,DB03555,CRA_11092,http://dbpedia.org/resource/Idoxuridine
3353,DB03556,"2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol,_Polyethyleneglycol_Peg400",http://dbpedia.org/resource/Benzonatate
3354,DB03557,N-{1-[5-(1-Carbamoyl-2-Mercapto-Ethylcarbamoyl)-Pentylcarbamoyl]-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethyl}-3-{2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Acetylamino}-Succinamic_Acid,http://dbpedia.org/resource/Encainide
3355,DB03558,Sp-876,http://dbpedia.org/resource/SP-276
3356,DB03559,Cyclohexylformamide,http://dbpedia.org/resource/SP-276
3357,DB03560,P-Hydroxybenzaldehyde,http://dbpedia.org/resource/Hydroxybenzaldehyde
3358,DB03562,Tetrahydrodeoxyuridine,http://dbpedia.org/resource/Hydroxybenzaldehyde
3359,DB03564,"(4r)-2-Methylpentane-2,4-Diol","http://dbpedia.org/resource/2-Methyl-2,4-pentanediol"
3360,DB03565,1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine,http://dbpedia.org/resource/Platelet-activating_factor
3361,DB03566,Spermidine,http://dbpedia.org/resource/Spermidine
3362,DB03567,alpha-N-Acetyl-D-galactosamine,http://dbpedia.org/resource/N-Acetylgalactosamine
3363,DB03568,Butyric_Acid,http://dbpedia.org/resource/Butyric_acid
3364,DB03569,"4,5-Dehydro-L-Iduronic_Acid",http://dbpedia.org/resource/Iduronic_acid
3365,DB03570,Tris-Hydroxymethyl-Methyl-Ammonium,http://dbpedia.org/resource/Tris
3366,DB03571,"3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-(3,5-Dichlorobenzyl)-Benzamide",http://dbpedia.org/resource/8-Azaguanine
3367,DB03572,FR230513,http://dbpedia.org/resource/8-Azaguanine
3368,DB03573,WRR-99,http://dbpedia.org/resource/99%25
3369,DB03574,Ferricrocin-Iron,"http://dbpedia.org/resource/Irin,_Iran"
3370,DB03575,Phencyclidine,http://dbpedia.org/resource/Phencyclidine
3371,DB03576,N-Pyridoxyl-Threonine-5-Monophosphate,http://dbpedia.org/resource/Orotidine_5'-monophosphate
3372,DB03577,Alpha-Benzyl-Aminobenzyl-Phosphonic_Acid,http://dbpedia.org/resource/Phosphorous_acid
3373,DB03578,Pyruvamide,http://dbpedia.org/resource/Pyramide
3374,DB03581,Glucose-6-Phosphate,http://dbpedia.org/resource/Glucose_6-phosphate
3375,DB03582,N~2~-Succinylornithine,http://dbpedia.org/resource/N-succinylornithine_carbamoyltransferase
3376,DB03583,"(2e,3s)-3-Hydroxy-5'-[(4-Hydroxypiperidin-1-Yl)Sulfonyl]-3-Methyl-1,3-Dihydro-2,3'-Biindol-2'(1'h)-One",http://dbpedia.org/resource/Ro-318220
3377,DB03584,4-Thio-beta-D-glucopyranose,http://dbpedia.org/resource/Cellobiose
3378,DB03585,Oxyphenbutazone,http://dbpedia.org/resource/Oxyphenbutazone
3379,DB03586,"(3R,4R,5S,6R)-6-Fluoro-3,4,5-trihydroxytetrahydro-2H-pyran-2-olate",http://dbpedia.org/resource/Glucono_delta-lactone
3380,DB03587,Pyruvaldehyde,http://dbpedia.org/resource/Methylglyoxal
3381,DB03588,Diphenylacetic_Acid,http://dbpedia.org/resource/Phenylacetic_acid
3382,DB03589,Alpha-Ketomalonic_Acid,http://dbpedia.org/resource/Alpha_acid
3383,DB03590,"2,6-Diaminopimelic_Acid",http://dbpedia.org/resource/Diaminopimelic_acid
3384,DB03591,RU82209,http://dbpedia.org/resource/Huawei_U8220
3385,DB03592,Pterin-6-Yl-Methyl-Monophosphate,http://dbpedia.org/resource/6-Methyl-MDA
3386,DB03593,N7-Methyl-Guanosine-5'-Monophosphate,http://dbpedia.org/resource/Guanosine_monophosphate
3387,DB03594,"1,2,4-Triazole","http://dbpedia.org/resource/1,2,4-Triazole"
3388,DB03595,CRA_9785,"http://dbpedia.org/resource/1,2,4-Triazole"
3389,DB03596,N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide,http://dbpedia.org/resource/SB-431542
3390,DB03597,Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine,http://dbpedia.org/resource/Glutathione
3391,DB03598,"Al-6629,_[2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-,_1,1-Dioxide]",http://dbpedia.org/resource/Saccharin
3392,DB03600,Capric_acid,http://dbpedia.org/resource/Caprylic_acid
3393,DB03601,5-deoxyflavanone,http://dbpedia.org/resource/5/5
3394,DB03602,S-Benzyl-Glutathione,http://dbpedia.org/resource/Glutathione_S-transferase
3395,DB03603,Glucaric_acid,http://dbpedia.org/resource/Glutaric_acid
3396,DB03604,Tiratricol,http://dbpedia.org/resource/Tiratricol
3397,DB03605,"(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic_Acid",http://dbpedia.org/resource/Phenylpropanoic_acid
3398,DB03606,(S)-Rolipram,http://dbpedia.org/resource/Rolipram
3399,DB03607,[(1R)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,http://dbpedia.org/resource/Esmolol
3400,DB03608,Diminazene,http://dbpedia.org/resource/Diminazen
3401,DB03609,3-Deoxyguanosine,http://dbpedia.org/resource/Deoxyguanosine
3402,DB03610,"Alpha,Alpha,Alpha-Trifluoro-P-Cresol",http://dbpedia.org/resource/Lindane
3403,DB03611,L-2-amino-4-methoxy-cis-but-3-enoic_acid,http://dbpedia.org/resource/Cis-2-Decenoic_acid
3404,DB03612,3-Hydroxybutyryl-Coenzyme_A,http://dbpedia.org/resource/Beta-Hydroxybutyryl-CoA
3405,DB03613,4-Hydroxyphenacyl_Coenzyme_A,http://dbpedia.org/resource/Glutaryl-CoA
3406,DB03614,Methylcobalamin,http://dbpedia.org/resource/Methylcobalamin
3407,DB03615,Ribostamycin,http://dbpedia.org/resource/Ribostamycin
3408,DB03616,Kabiramide_C,http://dbpedia.org/resource/C&C
3409,DB03617,Modified_Acarbose_Hexasaccharide,http://dbpedia.org/resource/Acarbose
3410,DB03618,2-(Acetylamino)-2-Deoxy-4-O-Beta-D-Galactopyranosyl-Alpha-D-Glucopyranose,http://dbpedia.org/resource/N-Acetylgalactosamine
3411,DB03619,Deoxycholic_Acid,http://dbpedia.org/resource/Deoxycholic_acid
3412,DB03621,"L-709,587",http://dbpedia.org/resource/L&L
3413,DB03622,"2-Hydroxy-5-[4-(2-Hydroxy-Ethyl)-Piperidin-1-Yl]-5-Phenyl-1h-Pyrimidine-4,6-Dione",http://dbpedia.org/resource/Thymidine
3414,DB03623,"9-(4-Hydroxyphenyl)-2,7-Phenanthroline",http://dbpedia.org/resource/Phenanthroline
3415,DB03624,7-(Carboxyamino)-8-Amino-Nonanoic_Acid,http://dbpedia.org/resource/Nonanoic_acid
3416,DB03626,"5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione",http://dbpedia.org/resource/5-Methoxytryptamine
3417,DB03627,Adamantane,http://dbpedia.org/resource/Adamantane
3418,DB03628,ISO24,http://dbpedia.org/resource/ISO_4
3419,DB03629,Pyridoxal-5'-Phosphate-N-Oxide,http://dbpedia.org/resource/Pyridoxal_phosphate
3420,DB03630,2-Iodobenzylthio_Group,http://dbpedia.org/resource/2-group
3421,DB03631,"3-(4-Hydroxy-3-Imino-6-Oxo-Cyclohexa-1,4-Dienyl)-Alanine",http://dbpedia.org/resource/3-O-Methyldopa
3422,DB03632,Argifin,http://dbpedia.org/resource/Argidia
3423,DB03633,Lpc-Ether,http://dbpedia.org/resource/Liberal_Party_of_Canada
3424,DB03634,"1,3-Di(N-Propyloxy-a-Mannopyranosyl)-Carbomyl_5-Methyazido-Benzene",http://dbpedia.org/resource/Pinosylvin
3425,DB03635,Ethanesulfonic_Acid,http://dbpedia.org/resource/Methanesulfonic_acid
3426,DB03636,Glycinamid,http://dbpedia.org/resource/Propionic_acidemia
3427,DB03637,Guanidine-3-Propanol,http://dbpedia.org/resource/Methional
3428,DB03638,Cytidyl-2'-5'-Phospho-Guanosine,http://dbpedia.org/resource/Cyclic_guanosine_monophosphate
3429,DB03639,1-Guanidinium-7-Aminoheptane,http://dbpedia.org/resource/Pentylamine
3430,DB03640,Beta-Hydroxyaspartic_Acid,http://dbpedia.org/resource/3-Hydroxyaspartic_acid
3431,DB03641,"2'-deoxyuridine_5'-alpha,beta-imido-diphosphate",http://dbpedia.org/resource/Floxuridine
3432,DB03642,Benzofuran-2-Carboxylic_Acid_{(S)-3-Methyl-1-[3-Oxo-1-(Pyridin-2-Ylsulfonyl)Azepan-4-Ylcarbamoyl]Butyl}Amide,http://dbpedia.org/resource/Nicotinamide
3433,DB03643,CRA_1144,http://dbpedia.org/resource/Nicotinamide
3434,DB03644,3-Hydroxyanthranilic_Acid,http://dbpedia.org/resource/3-Hydroxyanthranilic_acid
3435,DB03645,Phosphonoacetohydroxamic_Acid,http://dbpedia.org/resource/Acidoacida
3436,DB03646,"2,3-di-O-phytanyl-sn-glycerol",http://dbpedia.org/resource/Stearin
3437,DB03647,3-[Isopropyl(4-Methylbenzoyl)Amino]-5-Phenylthiophene-2-Carboxylic_Acid,http://dbpedia.org/resource/Picloram
3438,DB03648,2-{N'-[2-(5-Amino-1-Phenylcarbamoyl-Pentylcarbamoyl)-Hexyl]-Hydrazinomethyl}-Hexanoic_Acid(5-Amino-1-Phenylcarbamoyl-Pentyl)-Amide,http://dbpedia.org/resource/Phenethylamine
3439,DB03649,"[{(5-Chloro-2-Pyridinyl)Amino}_Methylene]-1,1-Bisphosphonate",http://dbpedia.org/resource/2-Aminopyridine
3440,DB03650,(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One,http://dbpedia.org/resource/Cytosine
3441,DB03651,Picric_acid,http://dbpedia.org/resource/Picric_acid
3442,DB03652,beta-D-Galactopyranuronic_acid,http://dbpedia.org/resource/D-Galacturonic_acid
3443,DB03653,"5-{[Ethyl(Methyl)Amino]Methyl}-2-Methyl-5,6-Dihydropyrimidin-4-Amine",http://dbpedia.org/resource/Methoxyethane
3444,DB03654,"S,S-Propylthiocysteine",http://dbpedia.org/resource/Sisyphus_(hip_hop_group)
3445,DB03656,Tribenuron_Methyl,http://dbpedia.org/resource/Methoxyethane
3446,DB03657,1-Deoxy-1-Methoxycarbamido-Beta-D-Glucopyranose,http://dbpedia.org/resource/Cellobiose
3447,DB03658,"2-{1-[2-Amino-2-(4-Hydroxy-Phenyl)-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic_Acid",http://dbpedia.org/resource/Mesityl_oxide
3448,DB03659,Butylamine,http://dbpedia.org/resource/Butylamine
3449,DB03660,4-Iodo-L-phenylalanine,http://dbpedia.org/resource/Thyronine
3450,DB03661,Cysteinesulfonic_Acid,http://dbpedia.org/resource/Acidoacida
3451,DB03662,Vitamin_B6_Complexed_with_2-Amino-Pentanoic_Acid,http://dbpedia.org/resource/Vitamin_B6
3452,DB03663,"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",http://dbpedia.org/resource/Guanine
3453,DB03664,UP5,http://dbpedia.org/resource/USP5
3454,DB03666,3'-Azido-3'-Deoxythymidine-5'-Monophosphate,http://dbpedia.org/resource/Zidovudine
3455,DB03667,Acetic_Acid_Salicyloyl-Amino-Ester,http://dbpedia.org/resource/Creatine
3456,DB03668,1-(5'-Phospho-Beta-D-Ribofuranosyl)Barbituric_Acid,http://dbpedia.org/resource/Pseudouridine
3457,DB03669,4-Fluorophenethyl_Alcohol,http://dbpedia.org/resource/Paracoumaryl_alcohol
3458,DB03670,"2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic_Acid",http://dbpedia.org/resource/Niacin
3459,DB03671,"4-(3,12,14-Trihydroxy-10,13-Dimethyl-Hexadecahydro-Cyclopenta[a]Phenanthren-17-Yl)-5h-Furan-2-One",http://dbpedia.org/resource/Tetrahydrocortisol
3460,DB03672,9-N-Phenylmethylamino-Tacrine,http://dbpedia.org/resource/N-Methylaniline
3461,DB03673,Beta(2-Thienyl)Alanine,http://dbpedia.org/resource/Phenylalanine
3462,DB03675,"2,3-Dihydroxy-Valerianic_Acid",http://dbpedia.org/resource/Pantoic_acid
3463,DB03676,Cystein-S-Yl_Cacodylate,http://dbpedia.org/resource/Djenkolic_acid
3464,DB03677,N-Cyclohexyl-N'-Decylurea,http://dbpedia.org/resource/Lomustine
3465,DB03678,"(6,7-Difluoro-Quinazolin-4-Yl)-(1-Methyl-2,2-Diphenyl-Ethyl)-Amine",http://dbpedia.org/resource/Methoxyethane
3466,DB03679,2-Hydroxy-Tryptophan,http://dbpedia.org/resource/5-Hydroxytryptophan
3467,DB03680,Tartronate,http://dbpedia.org/resource/Tartrate
3468,DB03682,"Dibenzofuran-4,6-Dicarboxylic_Acid",http://dbpedia.org/resource/Dicarboxylic_acid
3469,DB03683,2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic_Acid,http://dbpedia.org/resource/4-Hydroxy-4-methylpentanoic_acid
3470,DB03685,Uridine_monophosphate,http://dbpedia.org/resource/Uridine_monophosphate
3471,DB03686,S-(P-Nitrobenzyl)Glutathione,http://dbpedia.org/resource/Glutathione_S-transferase
3472,DB03687,4-Diphosphocytidyl-2-C-Methyl-D-Erythritol,http://dbpedia.org/resource/4-Diphosphocytidyl-2-C-methyl-D-erythritol_2-phosphate
3473,DB03688,3-Hydroxy-Propanoic_Acid,http://dbpedia.org/resource/Beta-Propiolactone
3474,DB03690,"(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide",http://dbpedia.org/resource/Platelet-activating_factor
3475,DB03691,WRR-112,"http://dbpedia.org/resource/111/112_Avenue,_Edmonton"
3476,DB03692,1-Hexadecanosulfonyl-O-L-Serine,http://dbpedia.org/resource/O-phospho-L-serine
3477,DB03693,N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide,http://dbpedia.org/resource/3-Methoxytyramine
3478,DB03694,N-Phenylthiourea,http://dbpedia.org/resource/Phenylthiocarbamide
3479,DB03695,Piritrexim,http://dbpedia.org/resource/Phenylthiocarbamide
3480,DB03696,Lanosterol,http://dbpedia.org/resource/Lanosterol
3481,DB03697,4-Sulfonamide-[1-(4-Aminobutane)]Benzamide,http://dbpedia.org/resource/4-4-1
3482,DB03698,5-Mercaptoethanol-2-Decenoyl-Coenzyme_A,http://dbpedia.org/resource/2-Mercaptoethanol
3483,DB03699,Succinyl-Coenzyme_A,http://dbpedia.org/resource/Succinyl-CoA
3484,DB03700,D-Threonine,http://dbpedia.org/resource/Threonine
3485,DB03701,Vanoxerine,http://dbpedia.org/resource/Vanoxerine
3486,DB03702,"2-[4-[[(S)-1-[[(S)-2-[[(Rs)-3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl]Aminocarbonyl]Pyrrolidin-1-Yl-]Carbonyl]-2-Methylpropyl]Aminocarbonyl]Benzoylamino]Acetic_Acid",http://dbpedia.org/resource/ENU
3487,DB03703,Cyclohexanol,http://dbpedia.org/resource/Cyclohexanol
3488,DB03704,12-Hydroxydodecanoic_Acid,http://dbpedia.org/resource/Hydroxydecanoic_acid
3489,DB03705,6-Methylamino-5-Nitroisocytosine,http://dbpedia.org/resource/2-10-0
3490,DB03706,1-Hydroxy-2-S-Glutathionyl-3-Para-Nitrophenoxy-Propane,http://dbpedia.org/resource/Dihydroxyacetone_phosphate
3491,DB03707,S-Ethyl-N-Phenyl-Isothiourea,http://dbpedia.org/resource/Fonofos
3492,DB03708,Adenosine_5'-phosphosulfate,http://dbpedia.org/resource/3'-Phosphoadenosine-5'-phosphosulfate
3493,DB03709,Bicine,http://dbpedia.org/resource/Bicine
3494,DB03710,N5-(1-Imino-3-Butenyl)-L-Ornithine,http://dbpedia.org/resource/Citrulline
3495,DB03711,6-Hydroxy-6-Methyl-Heptan-3-One,http://dbpedia.org/resource/Carvacrol
3496,DB03712,RU85053,http://dbpedia.org/resource/R18553
3497,DB03714,4-Carbamoyl-4-{[6-(Difluoro-Phosphono-Methyl)-Naphthalene-2-Carbonyl]-Amino}-Butyric_Acid,http://dbpedia.org/resource/Selenomethionine
3498,DB03716,5'-Fluoro-5'-Deoxyadenosine,http://dbpedia.org/resource/5'-Deoxy-5'-fluoroadenosine
3499,DB03717,"3-Hydroxy-4-(3,4,5-Trihydroxy-Tetrahydro-Pyran-2-Yloxy)-Piperidin-2-One",http://dbpedia.org/resource/Glucono_delta-lactone
3500,DB03718,6-Aza-Ump,http://dbpedia.org/resource/6-APA
3501,DB03719,N-Ethyl-5'-Carboxamido_Adenosine,http://dbpedia.org/resource/Adenosine_triphosphate
3502,DB03720,Z-Dehydrobutyrine,http://dbpedia.org/resource/Gee_Whiz-z-z-z-z-z-z
3503,DB03721,N-acetyl-alpha-neuraminic_acid,http://dbpedia.org/resource/N-Acetylaspartylglutamic_acid
3504,DB03722,"3,4-Dihydro-5-Methyl-Isoquinolinone",http://dbpedia.org/resource/Tolcapone
3505,DB03723,2'-Deoxy-Thymidine-Beta-L-Rhamnose,http://dbpedia.org/resource/Telbivudine
3506,DB03724,"(1s,2s)-1-Amino-1-(1,3-Thiazol-2-Yl)Propan-2-Ol",http://dbpedia.org/resource/Allyl_alcohol
3507,DB03725,Phosphomethylphosphonic_Acid-Guanylate_Ester,http://dbpedia.org/resource/Guanosine_monophosphate
3508,DB03726,Purine_Riboside-5'-Monophosphate,http://dbpedia.org/resource/Orotidine_5'-monophosphate
3509,DB03727,Coproporphyrin_I,http://dbpedia.org/resource/Hereditary_coproporphyria
3510,DB03728,p-Chlorobenzoic_acid,http://dbpedia.org/resource/Chlorobenzoic_acid
3511,DB03729,2-Amino-5-Hydroxy-Benzimidazole,http://dbpedia.org/resource/Fenbendazole
3512,DB03730,"3,9-Dimethyladenine",http://dbpedia.org/resource/Menthofuran
3513,DB03731,S-2-(Boronoethyl)-L-Cysteine,http://dbpedia.org/resource/S-Allyl_cysteine
3514,DB03732,Etheno-Nadp,http://dbpedia.org/resource/NADPH-NAD+_transhydrogenase
3515,DB03733,Ethylene_Dichloride,http://dbpedia.org/resource/Ethylene_chloride
3516,DB03734,Xylarohydroxamate,http://dbpedia.org/resource/Ethylene_chloride
3517,DB03735,9-(2-Deoxy-Beta-D-Ribofuranosyl)-6-Methylpurine,http://dbpedia.org/resource/Deoxyadenosine
3518,DB03736,2-Cyclopropylmethylenepropanal,http://dbpedia.org/resource/2-2-2-2
3519,DB03737,"4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One",http://dbpedia.org/resource/Ro-318220
3520,DB03738,Pantothenoylaminoethenethiol,http://dbpedia.org/resource/Ro-318220
3521,DB03739,3-Hydroxyimino_Quinic_Acid,http://dbpedia.org/resource/Quinic_acid
3522,DB03740,N-acetyl-alpha-D-glucosamine,http://dbpedia.org/resource/N-Acetylgalactosamine
3523,DB03741,2-Methylbutanoic_Acid,http://dbpedia.org/resource/3-Methylbutanoic_acid
3524,DB03742,Compound_4-D,http://dbpedia.org/resource/CNA_D
3525,DB03744,"Cp403700,_(S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate",http://dbpedia.org/resource/3-Indolepropionic_acid
3526,DB03745,Arabinose-5-phosphate,http://dbpedia.org/resource/Arabinose-5-phosphate_isomerase
3527,DB03746,"3-Amino-4,5-Dihydroxy-Cyclohex-1-Enecarboxylate",http://dbpedia.org/resource/1-Amino-3-phenylindole
3528,DB03747,"3ar,5r,6s,7r,7ar-5-Hydroxymethyl-2-Methyl-5,6,7,7a-Tetrahydro-3ah-Pyrano[3,2-D]Thiazole-6,7-Diol",http://dbpedia.org/resource/Autoinducer-2
3529,DB03748,Methyl-[4-(4-Piperidine-1-Ylmethyl-Phenyl)-Cyclohexyl]-Carbaminic_Acid-(4-Chlorophenyl)-Ester,http://dbpedia.org/resource/Desmethylprodine
3530,DB03749,"4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole",http://dbpedia.org/resource/Urocanic_acid
3531,DB03750,Isovaleric_Acid,http://dbpedia.org/resource/3-Methylbutanoic_acid
3532,DB03751,2'deoxy-Thymidine-5'-Diphospho-Alpha-D-Glucose,http://dbpedia.org/resource/Uridine_diphosphate_glucose
3533,DB03752,P-(2'-Iodo-5'-Thenoyl)Hydrotropic_Acid,http://dbpedia.org/resource/Suprofen
3534,DB03753,Flurbiprofen_Methyl_Ester,http://dbpedia.org/resource/Flurbiprofen
3535,DB03754,Tromethamine,http://dbpedia.org/resource/Promethazine
3536,DB03755,"Adenosine-5'-[Beta,_Gamma-Methylene]Tetraphosphate",http://dbpedia.org/resource/Ap4A
3537,DB03756,Doconexent,http://dbpedia.org/resource/Docosahexaenoic_acid
3538,DB03757,(Tert-Butyloxycarbonyl)-Alanyl-Alanyl-Amine,http://dbpedia.org/resource/Alanyl_aminopeptidase
3539,DB03758,Radicicol,http://dbpedia.org/resource/Radicicol
3540,DB03759,FG-9041,http://dbpedia.org/resource/FG
3541,DB03760,Dihydrolipoic_Acid,http://dbpedia.org/resource/Dihydrolipoic_acid
3542,DB03761,5-Fluoro-2'-Deoxyuridine-5'-Monophosphate,http://dbpedia.org/resource/Floxuridine
3543,DB03763,5-Methyl-2'-Deoxypseudouridine,http://dbpedia.org/resource/Carvacrol
3544,DB03764,4-Hydroperoxy-2-Methoxy-Phenol,http://dbpedia.org/resource/Guaiacol
3545,DB03765,2'-cytidylic_acid,http://dbpedia.org/resource/Cytidine_monophosphate
3546,DB03766,Propanoic_acid,http://dbpedia.org/resource/Propionic_acid
3547,DB03767,Morpholine-4-Carboxylic_Acid_[1s-(2-Benzyloxy-1r-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide,http://dbpedia.org/resource/Pholcodine
3548,DB03768,"N-[2-Hydroxy-2-(8-Isopropyl-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-11-Yl)-Ethyl]-N-(3-Methyl-Butyl)-Benzenesulfonamide,Inhibitor_3",http://dbpedia.org/resource/Thioridazine
3549,DB03769,D-Eritadenine,http://dbpedia.org/resource/Eritadenine
3550,DB03770,N-Hydroxyguanidine,http://dbpedia.org/resource/8-Hydroxyguanosine
3551,DB03771,Allyl-{4-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-but-2-Enyl}-Methyl-Amine,http://dbpedia.org/resource/Minaprine
3552,DB03772,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol",http://dbpedia.org/resource/N-Octyl_beta-D-thioglucopyranoside
3553,DB03773,alpha-D-quinovopyranose,http://dbpedia.org/resource/Lindane
3554,DB03774,Glutamyl_Group,http://dbpedia.org/resource/Glutamyl_endopeptidase
3555,DB03775,D-Dethiobiotin,http://dbpedia.org/resource/Dethiobiotin_synthase
3556,DB03776,Lactaldehyde,http://dbpedia.org/resource/Lactaldehyde
3557,DB03777,Rbt205_Inhibitor,http://dbpedia.org/resource/Inhibitor
3558,DB03779,Glucosaminyl-(Alpha-6)-D-Myo-Inositol,http://dbpedia.org/resource/Inositol_oxygenase
3559,DB03780,2-Aminoquinazolin-4(3h)-One,http://dbpedia.org/resource/Cytosine
3560,DB03781,"2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic_Acid",http://dbpedia.org/resource/Dichlorprop
3561,DB03782,N-(1-Adamantyl)-N'-(4-Guanidinobenzyl)Urea,http://dbpedia.org/resource/Tolbutamide
3562,DB03783,Phenacetin,http://dbpedia.org/resource/Phenacetin
3563,DB03784,Elaidoylamide,http://dbpedia.org/resource/Phenacetin
3564,DB03785,"(3r,5r)-7-((1r,2r,6s,8r,8as)-2,6-Dimethyl-8-{[(2r)-2-Methylbutanoyl]Oxy}-1,2,6,7,8,8a-Hexahydronaphthalen-1-Yl)-3,5-Dihydroxyheptanoic_Acid",http://dbpedia.org/resource/Simvastatin
3565,DB03787,"[5-hydroxy-6-methyl-4-({[(4E)-3-oxo-1,2-oxazolidin-4-ylidene]amino}methyl)pyridin-3-yl]methyl_dihydrogen_phosphate",http://dbpedia.org/resource/Thiamine
3566,DB03788,GC-24,http://dbpedia.org/resource/GC-C
3567,DB03789,"2,3-Dimethylimidazolium_Ion",http://dbpedia.org/resource/Dyphylline
3568,DB03790,S-Dioxymethionine,http://dbpedia.org/resource/Sisyphus_(hip_hop_group)
3569,DB03791,"(3-{3-[[2-Chloro-3-(Trifluoromethyl)Benzyl](2,2-Diphenylethyl)Amino]Propoxy}Phenyl)Acetic_Acid",http://dbpedia.org/resource/Flunixin
3570,DB03792,"5-Amino-1h-Pyrimidine-2,4-Dione",http://dbpedia.org/resource/Dihydrouracil
3571,DB03793,Benzoic_Acid,http://dbpedia.org/resource/Benzoic_acid
3572,DB03794,Trifluoroalanine,http://dbpedia.org/resource/Benzoic_acid
3573,DB03795,2-Dehydropantoate,http://dbpedia.org/resource/2-dehydropantoate_aldolase
3574,DB03796,Palmitic_Acid,http://dbpedia.org/resource/Palmitic_acid
3575,DB03797,3-Aminomethyl-Pyridinium-Adenine-Dinucleotide,http://dbpedia.org/resource/Nicotinamide_adenine_dinucleotide
3576,DB03798,2'-Deoxycytidine-5'-Monophosphate,http://dbpedia.org/resource/Deoxycytidine_monophosphate
3577,DB03799,Trifluoromethionine,http://dbpedia.org/resource/Deoxycytidine_monophosphate
3578,DB03800,2'-deoxyuridylic_acid,http://dbpedia.org/resource/Aspartic_acid
3579,DB03801,Lysine_Nz-Carboxylic_Acid,http://dbpedia.org/resource/Carboxylic_acid
